title,release_year,genres,budget,revenue,roi,imdb_score
Incarnate,2016,Supernatural Horror,5000000,9037058,0.81,5.3
Bad Santa 2,2016,Holiday Comedy,26000000,24079268,-0.07,5.6
Bloom Up,2021,Documentary,50000,3107,-0.94,7.1
Spirit of the Game,2016,Biography,3200000,222565,-0.93,5.2
Carol,2016,Period Drama,11800000,44375432,2.76,7.3
Baby Driver,2017,Caper,34000000,226945087,5.67,7.5
Dragon Ball Super: Broly,2019,Adult Animation,8500000,115750445,12.62,7.7
"Roman J. Israel, Esq.",2017,Legal Thriller,22000000,13025860,-0.41,6.5
The Substance,2024,Body Horror,17500000,77316812,3.42,7.3
Three Thousand Years of Longing,2022,Fairy Tale,60000000,20282422,-0.66,6.7
Wrath of Man,2021,Heist,40000000,103966489,1.6,7.1
The Meg,2018,Kaiju,130000000,529338515,3.07,5.7
Glass,2019,Psychological Thriller,20000000,246999039,11.35,6.6
The Last Duel,2021,Action Epic,100000000,30552111,-0.69,7.3
Anaïs in Love,2022,Comedy,3000000,491554,-0.84,6.4
Justice League,2017,Superhero,300000000,661326987,1.2,6
The Nun II,2023,Supernatural Horror,38000000,269667073,6.1,5.6
The Father,2021,Psychological Drama,6000000,24048935,3.01,8.2
Belfast,2021,Coming-of-Age,11000000,49158709,3.47,7.2
Alice Through the Looking Glass,2016,Fairy Tale,170000000,299820798,0.76,6.2
Presence,2025,Psychological Drama,2000000,10413774,4.21,6.1
A Hologram for the King,2016,Comedy,30000000,9169507,-0.69,6.1
A Complete Unknown,2024,Docudrama,70000000,134836878,0.93,7.4
Blind,2017,Drama,2500000,98280,-0.96,5.8
Mortal Kombat,2021,Dark Fantasy,55000000,84426031,0.54,6.1
The Wild Life,2016,Animal Adventure,13000000,40075446,2.08,5.4
The SpongeBob Movie: Sponge Out of Water,2015,Computer Animation,74000000,325186032,3.39,6
All the Money in the World,2017,Docudrama,50000000,56996304,0.14,6.8
The Suicide Squad,2021,Dark Comedy,185000000,168717425,-0.09,7.2
Roar,2015,Adventure,17000000,110449,-0.99,6.1
Home Run,2022,Drama,1200000,2861020,1.38,5.9
Freaky,2020,Body Swap Comedy,5000000,18073433,2.61,6.3
Plane,2023,One-Person Army Action,25000000,74515586,1.98,6.5
Underworld: Blood Wars,2017,Dark Fantasy,35000000,81093313,1.32,5.8
Bad Boys for Life,2020,Buddy Cop,90000000,426505244,3.74,6.5
Mars Express,2024,Adult Animation,9000000,1534437,-0.83,7.5
The Hurricane Heist,2018,Disaster,35000000,32517273,-0.07,5.1
Princess Cut,2015,Drama,50000,22167,-0.56,4.6
Suffragette,2015,Period Drama,14000000,31972096,1.28,6.9
An Elephant's Journey,2018,Adventure,15000000,24844,-1,5.1
Strays,2023,Buddy Comedy,46000000,36071267,-0.22,6.3
Everybody Loves Somebody,2017,Comedy,2000000,6481798,2.24,6.4
Project Silence,2024,Disaster,14750000,6283415,-0.57,5.4
Jesus,2024,Drama,4800000,417578,-0.91,7.9
The Nile Hilton Incident,2017,Crime,4250000,3979536,-0.06,6.8
Six Each,2025,Crime,25000000,90689,-1,8
The Guardians,2018,Drama,8900000,4167608,-0.53,6.7
The Hateful Eight,2015,Period Drama,44000000,161217616,2.66,7.8
Loving Vincent,2017,Adult Animation,5000000,42187665,7.44,7.8
The Invisible Fight,2023,Action,2700000,14861,-0.99,5.9
Little Woods,2019,Crime,11000000,171912,-0.98,6.2
Beasts of No Nation,2015,Drama,6000000,90777,-0.98,7.7
The Bounce Back,2016,Comedy,3000000,421404,-0.86,5.3
PAW Patrol: The Mighty Movie,2023,Computer Animation,40387500,205098869,4.08,5.9
The Space Between Us,2017,Drama,30000000,16080475,-0.46,6.4
Learning to Live Together: The Return of Mad Dogs & Englishmen,2021,Documentary,750000,18293,-0.98,7.5
Emily,2022,Period Drama,6000000,4304588,-0.28,6.8
Lisa Frankenstein,2024,Dark Comedy,13000000,9927714,-0.24,6.1
Aline,2022,Biography,23000000,11149943,-0.52,6.3
The Last Full Measure,2020,Drama,20000000,3364426,-0.83,6.8
Mortal Engines,2018,Dark Fantasy,100000000,83869818,-0.16,6.1
Maharaja,2024,One-Person Army Action,200000000,975543,-1,8.4
Kabali,2016,Gangster,1250000000,4388789,-1,6.1
The Three Musketeers - Part I: D'Artagnan,2023,Historical Epic,36000000,32407471,-0.1,6.7
The Best Democracy Money Can Buy,2016,Documentary,500000,29500,-0.94,6.7
The Super Mario Bros. Movie,2023,Action Epic,100000000,1360847665,12.61,7
A Street Cat Named Bob,2016,Biography,8000000,16054411,1.01,7.3
Vox Lux,2018,Drama,11000000,1444547,-0.87,5.9
Napoleon,2023,Action Epic,200000000,221394838,0.11,6.3
Dumb Money,2023,Docudrama,30000000,20703794,-0.31,6.9
The Prosecutor,2024,Legal Drama,310000000,4021233,-0.99,6.8
Bacurau,2020,Contemporary Western,7700000,3554178,-0.54,7.3
Mary Queen of Scots,2018,Costume Drama,25000000,46712809,0.87,6.3
Three Minutes: A Lengthening,2022,Documentary,122500,102259,-0.17,7.3
The Wailing,2016,Folk Horror,6420000,49851770,6.77,7.4
47 Meters Down,2017,Survival,5300000,62198461,10.74,5.6
DIG! XX,2024,Documentary,100000,47086,-0.53,7.9
Queen & Slim,2019,Tragic Romance,18000000,47834125,1.66,7.1
The Exorcism of God,2023,Supernatural Horror,1300000,6102053,3.69,5.3
Jem and the Holograms,2015,Teen Adventure,5000000,2333684,-0.53,4.2
Rule Breakers,2025,Drama,8000000,2933174,-0.63,7.4
Summertime,2015,Drama,4800000,3778938,-0.21,6.7
Moana 2,2024,Computer Animation,150000000,1059222647,6.06,6.7
Turbo Kid,2015,Parody,60000,67069,0.12,6.7
Godland,2023,Drama,5000000,1560518,-0.69,7.1
The Turning,2020,Drama,14000000,19428166,0.39,3.9
Wolf Totem,2015,Adventure,38000000,125837070,2.31,6.6
The White Storm 2: Drug Lords,2019,Action,25000000,189396380,6.58,6
Tangerines,2015,Drama,650000,1024132,0.58,8.1
Isn't It Romantic,2019,Romantic Comedy,31000000,48791187,0.57,5.9
Beauty and the Beast,2017,Dark Fantasy,160000000,1356081801,7.48,7.1
Escape Room: Tournament of Champions,2021,Psychological Horror,15000000,65774490,3.38,5.7
Blue Beetle,2023,Superhero,104000000,130788072,0.26,5.9
Baahubali: The Beginning,2015,Action Epic,18026148,24548038,0.36,8
Rajkumar,2024,Drama,80000000,39791,-1,7.3
50 to 1,2023,Drama,10000000,1064454,-0.89,6.3
Desert Dancer,2016,Biography,4000000,438165,-0.89,6.2
Bohemian Rhapsody,2018,Docudrama,52000000,910813521,16.52,7.9
Salvatore: Shoemaker of Dreams,2022,Documentary,2000000,150901,-0.92,6.6
The Perfect Match,2016,Comedy,5000000,10414738,1.08,4.9
Papa,2016,Comedy,5000000,1356033,-0.73,6.1
The Little Things,2021,Cop Drama,30000000,30842746,0.03,6.3
Song of the Sea,2015,Animal Adventure,5300000,4228034,-0.2,8
Me and Earl and the Dying Girl,2015,Coming-of-Age,8000000,9074749,0.13,7.7
In the Lost Lands,2025,Dark Fantasy,55000000,4576783,-0.92,5
Pete's Dragon,2016,Action,65000000,143695338,1.21,6.7
The Light Between Oceans,2016,Drama,20000000,25975621,0.3,7.2
They Will Have to Kill Us First,2016,Documentary,400000,15453,-0.96,7.2
The Lego Batman Movie,2017,Computer Animation,80000000,312336671,2.9,7.3
DC League of Super-Pets,2022,Computer Animation,90000000,207557117,1.31,7
The Invisible Man,2020,Psychological Horror,7000000,144492724,19.64,7.1
A Quiet Place Part II,2021,Alien Invasion,61000000,297372261,3.87,7.2
Can You Bring It: Bill T. Jones and D-Man in the Waters,2021,Documentary,805565,9723,-0.99,7.8
Dicks: The Musical,2023,Comedy,12000000,1472114,-0.88,5.3
All My Life,2020,Tragic Romance,25000000,1965113,-0.92,6.3
Central Intelligence,2016,Buddy Cop,50000000,216940871,3.34,6.3
Rocketman,2019,Docudrama,40000000,195320400,3.88,7.3
Toni Erdmann,2016,Comedy,3000000,12002864,3,7.3
50 km/h,2024,Comedy,3500000,2449095,-0.3,6.1
Dope,2015,Adventure,7000000,17986781,1.57,7.2
K.G.F: Chapter 2,2022,Action Epic,1000000000,89123940,-0.91,8.2
Danny Collins,2015,Comedy,10000000,10835752,0.08,7
Like Crazy,2016,Road Trip,15000000,9046658,-0.4,7.1
Seventh Son,2015,Dark Comedy,95000000,114178613,0.2,5.5
The Greatest Showman,2017,Period Drama,84000000,469064959,4.58,7.5
Uncle Drew,2018,Basketball,19000000,46664414,1.46,5.8
Rock Paper Scissors,2021,Comedy,1520000,5497,-1,4.7
Bhavesh Joshi Superhero,2018,Martial Arts,210000000,334723,-1,7.6
"Are You There God? It's Me, Margaret.",2023,Coming-of-Age,30000000,21464043,-0.28,7.3
Parasite,2019,Dark Comedy,11400000,262608117,22.04,8.5
Despicable Me 4,2024,Computer Animation,100000000,969126452,8.69,6.2
Miss Sloane,2016,Political Drama,13000000,9102164,-0.3,7.5
Scarlet,2023,Drama,6660000,468662,-0.93,6.6
Cry Macho,2021,Coming-of-Age,33000000,16510734,-0.5,5.7
Two of Us,2021,Drama,2400000,344300,-0.86,7.2
Hitman's Wife's Bodyguard,2021,Caper,70000000,70094113,0,6.1
Anyone But You,2023,Romantic Comedy,25000000,220332985,7.81,6.1
May it Last: A Portrait of the Avett Brothers,2017,Documentary,500000,725286,0.45,8.3
Stockholm,2019,Dark Comedy,9000000,1139481,-0.87,6.1
Dolittle,2020,Animal Adventure,175000000,251410631,0.44,5.6
Jack Reacher: Never Go Back,2016,Conspiracy Thriller,60000000,162146076,1.7,6.2
Dogman,2019,True Crime,4000000,5080147,0.27,7.2
I Can Only Imagine,2018,Biography,7000000,86086881,11.3,7.3
The Monk and the Gun,2024,Comedy,480000,1509895,2.15,7.1
Memoir of War,2018,Biography,6563754,2980982,-0.55,6.3
Big Game,2015,Dark Comedy,8500000,7455398,-0.12,5.4
Mysterious Circumstance: The Death of Meriwether Lewis,2022,Mystery,500000,25400,-0.95,4.6
Finding Dory,2016,Animal Adventure,200000000,1029266989,4.15,7.2
Il nibbio,2025,Drama,7324508,969832,-0.87,7.4
Ocean's Eight,2018,Caper,70000000,297795726,3.25,6.3
House of Gucci,2021,Docudrama,75000000,153269161,1.04,6.6
A Chiara,2021,Drama,3400000,585750,-0.83,6.8
The Hollars,2016,Comedy,3800000,1138609,-0.7,6.6
Neighbors 2: Sorority Rising,2016,Comedy,35000000,108007109,2.09,5.7
May December,2023,Dark Comedy,20000000,5270202,-0.74,6.8
Sing Sing,2024,Drama,2000000,5281415,1.64,7.7
Guardians of the Galaxy Vol. 2,2017,Space Sci-Fi,200000000,863756903,3.32,7.6
"Leaving Home, Coming Home: A Portrait of Robert Frank",2019,Documentary,250000,27073,-0.89,6.9
Black November,2015,Action,7500000,5782,-1,5.3
Sanju,2018,Docudrama,14000000,76693052,4.48,7.6
The King Tide,2024,Thriller,9000000,16826,-1,6.5
I.S.S.,2024,Psychological Thriller,20000000,6605079,-0.67,5.3
Brotherly Love,2015,Drama,1900000,478595,-0.75,6.5
My Happy Ending,2023,Quirky Comedy,1500000,59329,-0.96,5.3
Alien: Covenant,2017,Monster Horror,97000000,240892187,1.48,6.4
Shazam! Fury of the Gods,2023,Superhero,125000000,134138006,0.07,5.9
Maudie,2017,Biography,4993020,11534327,1.31,7.6
Gold,2017,Jungle Adventure,20000000,14880939,-0.26,6.7
John Wick: Chapter 2,2017,Gun Fu,40000000,174348632,3.36,7.4
The Spy Gone North,2018,Drama,19000000000,38844509,-1,7.3
The Crow,2024,Dark Fantasy,50000000,24109036,-0.52,4.7
The Mountain Between Us,2017,Survival,35000000,62832209,0.8,6.4
The Happytime Murders,2018,Buddy Cop,40000000,27506452,-0.31,5.5
The Dark Below,2017,Horror,750000,7095,-0.99,4.1
The Wandering Earth,2019,Dystopian Sci-Fi,48000000,699992512,13.58,5.9
Aquarius,2016,Drama,2500000,3085977,0.23,7.4
How to Be a Latin Lover,2017,Satire,10000000,62547032,5.25,6
Matilda: The Musical,2022,Pop Musical,25000000,37289659,0.49,7
The Amazing Maurice,2022,Computer Animation,17000000,21122082,0.24,6.2
Kaili Blues,2016,Drama,200000,948586,3.74,7.3
Mrs. Hyde,2018,Comedy,4637933,778142,-0.83,5.1
Kahlil Gibran's The Prophet,2015,Animation,12000000,1261412,-0.89,7
Cabrini,2024,Biography,34000000,20590202,-0.39,7.3
Viceroy's House,2017,Biography,8500000,11568633,0.36,6.7
The Equalizer 2,2018,One-Person Army Action,62000000,190400157,2.07,6.7
Crawl,2019,Disaster,13500000,91542097,5.78,6.1
Scream VI,2023,Slasher Horror,35000000,166577232,3.76,6.4
The Big Bad Fox and Other Tales,2017,Adventure,3000000,9399572,2.13,7.4
A Dog's Journey,2019,Animal Adventure,16000000,78871103,3.93,7.4
The Painted Bird,2020,Folk Horror,175000000,659535,-1,7.3
Annette,2021,Romantic Epic,16562200,3688261,-0.78,6.3
Violent Night,2022,Dark Comedy,20000000,76004405,2.8,6.7
Rambo: Last Blood,2019,Contemporary Western,50000000,91490353,0.83,6.1
The Invitation,2022,Horror,10000000,38036130,2.8,5.3
The Lady of Heaven,2022,Action,15000000,515875,-0.97,5.7
Love and Monsters,2020,Dystopian Sci-Fi,30000000,1070714,-0.96,6.9
Elstree 1976,2016,Documentary,135000,12173,-0.91,5.9
Knife + Heart,2019,Slasher Horror,3400000,341847,-0.9,6.2
Vacation,2015,Road Trip,31000000,107228221,2.46,6.2
Kalashnikov,2020,Period Drama,1000000,1593464,0.59,6.6
Geostorm,2017,Disaster,120000000,221900160,0.85,5.3
The Immaculate Room,2023,Psychological Drama,5000000,9979,-1,5.1
My Penguin Friend,2024,Adventure,9704200,5070718,-0.48,6.7
Small Things Like These,2024,Drama,3000000,11532180,2.84,6.8
King Richard,2021,Docudrama,50000000,39529285,-0.21,7.5
Truman,2017,Comedy,3800000,9027600,1.38,7.3
A Bad Moms Christmas,2017,Holiday Comedy,28000000,130560428,3.66,5.6
The Lighthouse,2019,Period Drama,11000000,18095509,0.65,7.4
Allegiant,2016,Action,110000000,179246868,0.63,5.7
Woman in Gold,2015,Biography,11000000,61619773,4.6,7.3
Passengers,2016,Space Sci-Fi,110000000,303144152,1.76,7
Suspiria,2018,Psychological Horror,20000000,7952218,-0.6,6.7
Walking with Herb,2021,Comedy,6000000,120226,-0.98,5.3
Uncut Gems,2019,Psychological Drama,19000000,50023780,1.63,7.4
The Prodigy,2019,Fantasy,6000000,21127789,2.52,5.9
The Lord of the Rings: The War of the Rohirrim,2024,Adventure Epic,30000000,20458572,-0.32,6.3
Still Alice,2015,Drama,5000000,44779195,7.96,7.5
Wind River,2017,Contemporary Western,11000000,44202682,3.02,7.7
The Other Side,2015,Documentary,485000,8168,-0.98,6.7
The Last Five Years,2015,Pop Musical,3500000,292092,-0.92,5.9
Blackway,2016,Action,8000000,426491,-0.95,5.3
Before Dawn,2024,Drama,9000000,192178,-0.98,5.4
The Boy,2016,Supernatural Horror,10000000,73929392,6.39,6
Chappaquiddick,2018,Political Drama,13000000,18263470,0.4,6.4
Best of Enemies: Buckley vs. Vidal,2015,Biography,1000000,892802,-0.11,7.6
White Noise,2022,Dark Comedy,145000000,71728,-1,5.7
Marguerite,2016,Comedy,8000000,8754356,0.09,6.9
Ad Astra,2019,Sci-Fi Epic,90000000,127461872,0.42,6.5
CODA,2021,Coming-of-Age,10000000,1905058,-0.81,8
Just the Two of Us,2023,Drama,5830000,5249837,-0.1,6.6
Shock and Awe,2018,Political Drama,16450000,182415,-0.99,6.4
Hardcore Henry,2016,Cyberpunk,2000000,16810562,7.41,6.7
Blockers,2018,Raunchy Comedy,21000000,94019120,3.48,6.2
The Good Liar,2019,Caper,10000000,33856058,2.39,6.7
Inside Out,2015,Coming-of-Age,175000000,859076254,3.91,8.1
A Wrinkle in Time,2018,Fantasy Epic,100000000,132675864,0.33,4.3
Shang-Chi and the Legend of the Ten Rings,2021,Action Epic,200000000,432243292,1.16,7.3
Trolls World Tour,2020,Computer Animation,90000000,49276818,-0.45,6.1
The Best Christmas Pageant Ever,2024,Adventure,10000000,40262167,3.03,6.8
Tom & Jerry,2021,Animal Adventure,79000000,136536687,0.73,5.3
Morgan,2016,Artificial Intelligence,8000000,8809407,0.1,5.9
Birth of the Dragon,2017,Martial Arts,31000000,7215027,-0.77,5.7
Dawn of the Crescent Moon,2015,Drama,75000,8799,-0.88,5.5
The Lumber Baron,2019,Drama,245000,88336,-0.64,6
Good Time,2017,Heist,4500000,3274936,-0.27,7.3
Fortress,2021,Action,20000000,52169,-1,3.3
Lightyear,2022,Computer Animation,200000000,226425420,0.13,6.1
Malibu Horror Story,2023,Found Footage Horror,1000000,118281,-0.88,4.7
Perfect Strangers,2017,Comedy,4000000,33262366,7.32,6.9
Extraordinary Mission,2017,Action,23000000,22757764,-0.01,6.2
The King's Man,2021,Action,100000000,125897478,0.26,6.3
Destroyer,2018,Action,9000000,5580940,-0.38,6.2
Dune: Part Two,2024,Action Epic,190000000,714644358,2.76,8.5
The Hustle,2019,Buddy Comedy,21000000,97409779,3.64,5.5
Peter Rabbit 2: The Runaway,2021,Animal Adventure,45000000,153901717,2.42,6.2
Collateral Beauty,2016,Drama,36000000,88616021,1.46,6.8
Ghostbusters: Afterlife,2021,Supernatural Fantasy,75000000,204445747,1.73,7
Norm of the North,2016,Computer Animation,7000000,30734502,3.39,3.4
Fateh,2025,Action Epic,250000000,101332,-1,6.5
Panda Plan,2024,Action,24834096,309160,-0.99,5.1
Redeeming Love,2022,Feel-Good Romance,30000000,9464198,-0.68,6.7
Operation Finale,2018,Biography,24000000,17612099,-0.27,6.6
Americons,2015,Action,1250000,28782,-0.98,4.2
Book Club,2018,Romantic Comedy,10000000,104438188,9.44,6.1
Lights Out,2016,Supernatural Horror,4900000,149368835,29.48,6.3
Under the Silver Lake,2019,Psychological Thriller,8500000,2053469,-0.76,6.5
Next Goal Wins,2023,Football,14000000,18648802,0.33,6.5
Alvin and the Chipmunks: The Road Chip,2015,Road Trip,90000000,234798636,1.61,4.9
Once Again (For the Very First Time),2024,Drama,1000000,30092,-0.97,8.3
The Wizard of the Emerald City,2025,Fairy Tale,979347501,40284481,-0.96,5.8
Onward,2020,Adventure Epic,175000000,141940042,-0.19,7.4
The French Dispatch,2021,Quirky Comedy,25000000,46333545,0.85,7.1
Ice Age: Collision Course,2016,Animal Adventure,105000000,408754975,2.89,5.7
Paddington,2015,Animal Adventure,55000000,326088587,4.93,7.3
Western,2017,Drama,1800000,155215,-0.91,7
Tolkien,2019,Biography,20000000,9090040,-0.55,6.8
Fragments of Truth,2018,Documentary,100000,219342,1.19,8.5
The Circle,2017,Conspiracy Thriller,18000000,40656399,1.26,5.4
Ismael's Ghosts,2018,Drama,5904998,3075562,-0.48,5.5
Barbarian,2022,Psychological Horror,4500000,45352337,9.08,7
The American Society of Magical Negroes,2024,Satire,15000000,2496248,-0.83,3.7
Loving Pablo,2018,Drug Crime,14582000,17535967,0.2,6.4
The Young Karl Marx,2018,Biography,9500000,4870373,-0.49,6.6
The Perfect Guy,2015,Drama,12000000,60273173,4.02,5.6
The Unbearable Weight of Massive Talent,2022,Buddy Comedy,30000000,29116320,-0.03,7
Prey,2024,Action,10000000,51163,-0.99,3.7
Shin Ultraman,2022,Kaiju,900000000,32137136,-0.96,6.4
The Menu,2022,Dark Comedy,35000000,79628200,1.28,7.2
Machines,2017,Documentary,240000,14331,-0.94,7.3
London Has Fallen,2016,Action,60000000,205754447,2.43,5.9
Transformers One,2024,Action Epic,75000000,129408392,0.73,7.6
Stuber,2019,Buddy Cop,16000000,32390945,1.02,6.2
Cosmos,2015,Comedy,1648534,34393,-0.98,5.7
Superdeep,2020,Body Horror,150000000,596370,-1,4.9
Phantom,2015,Action,7500000,13676590,0.82,6
Girl Asleep,2016,Comedy,1500000,64056,-0.96,6.1
Neerja,2016,Biography,2900000,17618280,5.08,7.6
Collide,2017,Caper,21500000,6817535,-0.68,5.7
Judas and the Black Messiah,2021,Docudrama,26000000,7478009,-0.71,7.4
Capernaum,2018,Drama,4000000,64417003,15.1,8.4
The Sea of Trees,2016,Drama,25000000,906995,-0.96,6.1
The Fencer,2017,Biography,1605000,1289014,-0.2,7.1
Billy Lynn's Long Halftime Walk,2016,Dark Comedy,40000000,30930984,-0.23,6.2
Wonka,2023,Supernatural Fantasy,125000000,634502312,4.08,7
"Three Billboards Outside Ebbing, Missouri",2017,Dark Comedy,15000000,162729321,9.85,8.1
Ben-Hur,2016,Action Epic,100000000,94061311,-0.06,5.7
The Huntsman: Winter's War,2016,Dark Fantasy,115000000,164989338,0.43,6.1
Snatched,2017,Action,42000000,60845711,0.45,4.7
Fantastic Beasts: The Crimes of Grindelwald,2018,Sword & Sorcery,200000000,655755901,2.28,6.5
The Devil Conspiracy,2023,Supernatural Horror,5000000,984341,-0.8,4.6
The Last: Naruto the Movie,2015,Adult Animation,120000000,2949185,-0.98,7.6
The Rhythm Section,2020,One-Person Army Action,50000000,5989583,-0.88,5.4
X-Men: Apocalypse,2016,Superhero,178000000,543934105,2.06,6.8
Luv,2015,Crime,3000000,156996,-0.95,5.9
Aquaman and the Lost Kingdom,2023,Action Epic,205000000,439381226,1.14,5.6
Keeping Up with the Joneses,2016,Action,40000000,29918745,-0.25,5.9
The Brainwashing of My Dad,2016,Documentary,200000,7028,-0.96,7
Dragon Blade,2015,Action,65000000,122606884,0.89,5.9
Ponniyin Selvan: Part I,2022,Action Epic,5000000000,21888295,-1,7.6
The Walk,2015,Docudrama,35000000,61181942,0.75,7.3
The Lobster,2015,Dark Comedy,4000000,17581104,3.4,7.1
Old,2021,Body Horror,18000000,90146510,4.01,5.8
Dear Evan Hansen,2021,Pop Musical,28000000,19133454,-0.32,6.1
The Autopsy of Jane Doe,2016,Witch Horror,4000000,6170043,0.54,6.8
Bullet Train,2022,One-Person Army Action,85900000,239268602,1.79,7.3
Antarctic Edge: 70° South,2015,Adventure,150000,7193,-0.95,6.8
Colossal,2017,Dark Comedy,15000000,4531320,-0.7,6.2
Nine Lives,2016,Body Swap Comedy,30000000,57814445,0.93,5.3
The Strangers: Chapter 1,2024,Psychological Horror,8500000,48166448,4.67,4.6
Christopher Robin,2018,Coming-of-Age,75000000,197744825,1.64,7.2
Tár,2022,Psychological Drama,25000000,29048571,0.16,7.4
Taken 3,2015,Action,48000000,326479141,5.8,6
Miss Bala,2019,Drug Crime,15000000,15383580,0.03,5.8
Wolf Warrior 2,2017,Martial Arts,30100000,870325439,27.91,5.9
Dragon Ball Z: Resurrection 'F',2015,Adult Animation,5000000,61768190,11.35,7.1
Condorito: The Movie,2018,Adventure,8000000,8431194,0.05,5.2
Night Swim,2024,Supernatural Horror,15000000,54768317,2.65,4.7
Pinocchio,2020,Fairy Tale,14750000,23841090,0.62,6.3
Sarkar 3,2017,Crime,550000000,358928,-1,4.9
Churchill,2017,Biography,6400000,6724365,0.05,6
The End We Start From,2024,Drama,10000000,1500727,-0.85,5.9
Kidnap,2017,Action,21000000,34814102,0.66,5.9
Where the Crawdads Sing,2022,Coming-of-Age,24000000,144353965,5.01,7.2
Little Boy,2015,Drama,20000000,17572289,-0.12,7.3
Alienoid,2022,Alien Invasion,30000000000,12109608,-1,6.3
Moonfall,2022,Disaster,150000000,67319703,-0.55,5.2
Boo! A Madea Halloween,2016,Supernatural Horror,20000000,74827344,2.74,4.7
65,2023,Dinosaur Adventure,45000000,60730568,0.35,5.4
Fighter,2024,Action Epic,250000000,3800771,-0.98,6.2
Spiral,2021,Psychological Horror,20000000,40618920,1.03,5.2
Seasons,2016,Nature Documentary,33000000,11426875,-0.65,7.2
Do You Believe?,2015,Drama,2300000,14410698,5.27,6.1
Ne Zha 2,2025,Computer Animation,80000000,1894228898,22.68,8.2
Queen of Hearts,2019,Coming-of-Age,19500000,437005,-0.98,7
Everything Everywhere All at Once,2022,Adventure Epic,14300000,143412671,9.03,7.8
Experimenter,2015,Biography,1700000,224145,-0.87,6.6
France,2021,Comedy,5668000,1348498,-0.76,5.9
The Gunman,2015,Action,40000000,24177137,-0.4,5.8
Letters from Baghdad,2016,Biography,950000,502941,-0.47,6.9
Deep Sea,2023,Computer Animation,300000000,133558974,-0.55,6.7
Maze Runner: The Death Cure,2018,Action,62000000,288175335,3.65,6.3
Run All Night,2015,Gangster,50000000,71661644,0.43,6.6
Sui Dhaaga: Made in India,2018,Comedy,6250000,14751915,1.36,6.8
Karwaan,2018,Road Trip,200000000,536525,-1,7.6
Dilwale,2015,Action,1250000000,31994323,-0.97,5.1
Son of Bigfoot,2018,Computer Animation,30000000,47046281,0.57,6.1
The Last Witch Hunter,2015,Dark Fantasy,90000000,146936910,0.63,5.9
Take Me to the River: New Orleans,2022,Documentary,500000,43563,-0.91,8.9
In Pursuit of Silence,2017,Documentary,400000,41913,-0.9,7.1
Elemental,2023,Computer Animation,200000000,496444308,1.48,7
Fireheart,2022,Computer Animation,35000000,6245634,-0.82,6.2
In the Heart of the Sea,2015,Sea Adventure,100000000,94320758,-0.06,6.9
San Andreas,2015,Disaster,110000000,474609154,3.31,6.1
Vernost,2019,Drama,46300000,1647393,-0.96,5.7
Abandoned,2022,Psychological Horror,4500000,96761,-0.98,3.8
The Case for Christ,2017,Biography,5000000,18175663,2.64,6.4
Downton Abbey: A New Era,2022,Costume Drama,40000000,92651384,1.32,7.4
Criminal,2016,Spy,31500000,38803993,0.23,6.3
Conspiracy of Silence,2023,True Crime,3000000,2598,-1,6.5
Woodshock,2017,Psychological Drama,5000000,43682,-0.99,4.2
Pet Sematary,2019,Folk Horror,21000000,113118226,4.39,5.7
Intuitions,2019,Romance,500000,10606,-0.98,3.6
Apocalypsis,2018,Stop Motion Animation,500000,20052,-0.96,7
Love Me True,2015,Comedy,75000,20100,-0.73,5
Paul Blart: Mall Cop 2,2015,Action,30000000,107588679,2.59,4.5
About Fate,2022,Comedy,15000000,504843,-0.97,6.4
Time to Choose,2016,Documentary,3500000,29233,-0.99,7.4
Marlowe,2023,Crime,22300000,6377603,-0.71,5.4
Peppermint,2018,One-Person Army Action,25000000,53918723,1.16,6.5
Air,2023,Basketball,90000000,90060106,0,7.4
It's for Your Own Good,2020,Comedy,6000000,3405155,-0.43,5.4
Spotlight,2015,Docudrama,20000000,98690254,3.93,8.1
The Fire Inside,2024,Boxing,12000000,8104331,-0.32,6.7
How to Let Go of the World: and Love All the Things Climate Can't Change,2016,Documentary,1600000,36386,-0.98,7.1
Shattered,2022,Crime,1000000,425457,-0.57,5
The Revenant,2016,Epic,135000000,532950503,2.95,8
Sully,2016,Disaster,60000000,243870033,3.06,7.4
Radio Dreams,2017,Comedy,500000,27836,-0.94,6.1
Simmba,2018,Cop Drama,1390000000,51329472,-0.96,5.5
Dabangg 3,2019,Cop Drama,100000000,14784628,-0.85,3
Miracles from Heaven,2016,Biography,13000000,74072344,4.7,7.1
The Conjuring: The Devil Made Me Do It,2021,Suspense Mystery,39000000,206431050,4.29,6.3
Baby John,2024,Action,850000000,366347,-1,5.4
Aladdin,2019,Adventure Epic,183000000,1097831681,5,6.9
Emma.,2020,Coming-of-Age,10000000,25932444,1.59,6.7
Triangle of Sadness,2022,Dark Comedy,10000000,26195743,1.62,7.3
Spies in Disguise,2019,Buddy Comedy,100000000,171616764,0.72,6.8
Five Feet Apart,2019,Drama,7000000,92559910,12.22,7.2
Rampage,2018,Jungle Adventure,120000000,428128399,2.57,6.1
The Miracle Club,2023,Period Drama,8900000,7498671,-0.16,6.4
The Marvels,2023,Space Sci-Fi,220000000,206136825,-0.06,5.5
Hatching,2022,Body Horror,3954376,508211,-0.87,6.2
Kalki 2898 AD,2024,Action Epic,6000000000,125857438,-0.98,7
The Insult,2019,Legal Thriller,2405039,3666268,0.52,7.6
